"id_libelle_diplome";"formation_diplome";"libelle_diplome";"abreviation_diplome";"libelle_long";"niveau";"fm";"archive"
"568";"1353261B";"MASTER PRO INFORMATIQUE";"MASTER PRO";"INFORMATIQUE (GRENOBLE IP)";"1";"0";"0"
"569";"1353261C";"MASTER PRO MANAGEMENT DES SYSTEM D'INFORMATI";"MASTER PRO";"MANAGEMENT DES SYSTEMES D'INFORMATION (MASTER LA ROCHELLE)";"1";"0";"0"
"570";"1353261D";"MASTER PRO MIAGE";"MASTER PRO";"METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER ANTILLES)";"1";"0";"0"
"571";"1353261E";"MASTER PRO MANAGEMENT DES SYSTEM D'INFORMATI";"MASTER PRO";"MANAGEMENT DES SYSTEMES D'INFORMATION (MASTER ORLEANS)";"1";"0";"0"
"572";"1353261F";"MASTER PRO INFORMATIQUE";"MASTER PRO";"INFORMATIQUE (MASTER BESANCON)";"1";"0";"0"
"573";"1353261G";"MASTER PRO INFORMATIQUE";"MASTER PRO";"INFORMATIQUE (MASTER TOULOUSE 3)";"1";"0";"0"
"574";"1353261H";"MASTER PRO INFORMATIQUE";"MASTER PRO";"INFORMATIQUE (MASTER PAU)";"1";"0";"0"
"575";"1353261J";"MASTER PRO INFORMATIQUE";"MASTER PRO";"INFORMATIQUE (MASTER)";"1";"0";"0"
"576";"1353261K";"MASTER PRO MANAGEMENT DES SYSTEM D'INFORMATI";"MASTER PRO";"MANAGEMENT DES SYSTEMES D'INFORMATION (MASTER)";"1";"0";"0"
"577";"1353261M";"MASTER PRO MIAGE";"MASTER PRO";"METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER)";"1";"0";"0"
"578";"1353261N";"MASTER PRO RESEAUX ET TELECOMMUNICATION";"MASTER PRO";"RESEAUX ET TELECOMMUNICATION (MASTER)";"1";"0";"0"
"579";"1353261P";"MASTER PRO MATHS INFO APPLIQUEES AUX SHS";"MASTER PRO";"MATHEMATIQUES ET INFORMATIQUE APPLIQUEES AUX SCIENCES HUMAINES ET SOCIALES - MIASHS (MASTER)";"1";"0";"0"
"580";"1353261Q";"MASTER PRO TRAITEMENT AUTOMATIQUE DS LANGUES";"MASTER PRO";"TRAITEMENT AUTOMATIQUE DES LANGUES (MASTER)";"1";"0";"1"
"581";"13532626";"MASTER PRO RESEAUX ET TELECOMMUNICATION";"MASTER PRO";"RESEAUX ET TELECOMMUNICATION (MASTER CNAM)";"1";"0";"0"
"582";"13532627";"MASTER PRO INFORMATIQUE";"MASTER PRO";"INFORMATIQUE (MASTER MARNE LA VALLEE)";"1";"0";"0"
"583";"13532632";"MASTER PRO INGENIERIE DES SYSTEMES COMPLEXES";"MASTER PRO";"INGENIERIE DES SYTEMES COMPLEXES (MASTER PARIS 12)";"1";"0";"0"
"584";"13532633";"MASTER PRO MIAGE BORDEAUX 1";"MASTER PRO";"METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER BORDEAUX)";"1";"0";"0"
"585";"13532641";"MASTER PRO INFORMATIQUE";"MASTER PRO";"INFORMATIQUE (MASTER LA ROCHELLE)";"1";"0";"0"
"586";"13532642";"MASTER PRO RESEAUX ET TELECOMMUNICATION";"MASTER PRO";"RESEAUX ET TELECOMMUNICATION (MASTER REIMS)";"1";"0";"0"
"587";"13532643";"MASTER PRO INFORMATIQUE";"MASTER PRO";"INFORMATIQUE (MASTER CORSE)";"1";"0";"0"
"588";"13532649";"MASTER PRO MIAGE";"MASTER PRO";"METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER MULHOUSE)";"1";"0";"0"
"589";"13532653";"MASTER PRO INFORMATIQUE";"MASTER PRO";"INFORMATIQUE (MASTER PARIS EST CRETEIL)";"1";"0";"0"
"590";"13532655";"MASTER PRO MIAGE";"MASTER PRO";"METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER TOULOUSE 3)";"1";"0";"0"
"591";"13532657";"MASTER PRO INFORMATIQUE";"MASTER PRO";"INFORMATIQUE (MASTER RENNES 1)";"1";"0";"0"
"592";"13532659";"MASTER PRO INFORMATIQUE";"MASTER PRO";"INFORMATIQUE (MASTER ANGERS)";"1";"0";"0"
"593";"13532664";"MASTER PRO MIAGE";"MASTER PRO";"METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER NANTES)";"1";"0";"0"
"594";"13532665";"MASTER PRO INFORMATIQUE";"MASTER PRO";"INFORMATIQUE (MASTER LE MANS)";"1";"0";"0"
"595";"13532666";"MASTER PRO MANAGEMENT DES SI";"MASTER PRO";"SCIENCES DES ORGANISATIONS (DROIT, ECONOMIE, GESTION, SCIENCES SOCIALES) : MANAGEMENT DES SYSTEMES D'INFORMATION (MASTER DAUPHINE)";"1";"0";"0"
"596";"13532667";"MASTER PRO MIAGE";"MASTER PRO";"METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER PARIS 12)";"1";"0";"0"
"597";"13532668";"MASTER PRO INFORMATIQUE";"MASTER PRO";"INFORMATIQUE (MASTER CNAM)";"1";"0";"0"
"598";"13532673";"MASTER PRO INFORMATIQUE";"MASTER PRO";"INFORMATIQUE (MASTER PARIS SACLAY)";"1";"0";"0"
"599";"13532677";"MASTER PRO INFORMATIQUE";"MASTER PRO";"INFORMATIQUE (MASTER LYON 1)";"1";"0";"0"
"600";"13532680";"MASTER PRO RESEAUX ET TELECOMMUNICATION";"MASTER PRO";"RESEAUX ET TELECOMMUNICATION (MASTER CHAMBERY)";"1";"0";"0"
"601";"13532681";"MASTER PRO INFORMATIQUE";"MASTER PRO";"INFORMATIQUE (MASTER GRENOBLE ALPES)";"1";"0";"0"
"602";"13532685";"MASTER PRO MIAGE";"MASTER PRO";"METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER COMUE COTE D'AZUR)";"1";"0";"0"
"603";"13532688";"MASTER PRO INFORMATIQUE";"MASTER PRO";"INFORMATIQUE (MASTER LE HAVRE)";"1";"0";"0"
"604";"13532691";"MASTER PRO INFORMATIQUE";"MASTER PRO";"INFORMATIQUE (MASTER LORRANE)";"1";"0";"0"
"605";"13532692";"MASTER PRO MIAGE";"MASTER PRO";"METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER LORRAINE)";"1";"0";"0"
"606";"13532693";"MASTER PRO INFORMATIQUE";"MASTER PRO";"INFORMATIQUE (MASTER COMUE COTE D'AZUR)";"1";"0";"0"
"607";"13532694";"MASTER PRO RESEAUX ET TELECOMMUNICATION";"MASTER PRO";"RESEAUX ET TELECOMMUNICATION (MASTER AIX MARSEILLE)";"1";"0";"0"
"608";"13532695";"MASTER PRO INFORMATIQUE";"MASTER PRO";"INFORMATIQUE (MASTER AMIENS)";"1";"0";"0"
"609";"13532696";"MASTER PRO MIAGE";"MASTER PRO";"METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER TOULOUSE 1)";"1";"0";"0"
"610";"13532697";"MASTER PRO MIAGE";"MASTER PRO";"METHODES INFORMATIQUES APPLIQUEES A LA GESTION DES ENTREPRISES - MIAGE (MASTER ORLEANS)";"1";"0";"0"
"611";"13532698";"MASTER PRO INFORMATIQUE";"MASTER PRO";"INFORMATIQUE (MASTER STRASBOURG)";"1";"0";"0"
"612";"13532699";"MASTER PRO MANAGEMENT DES SYSTEM D'INFORMATI";"MASTER PRO";"MANAGEMENT DES SYSTEMES D'INFORMATION (MASTER TOULOUSE 3)";"1";"0";"0"
"613";"13532999";"MASTER PRO COMMUNICATION ET INFORMATION";"MASTER PRO";"COMMUNICATION ET INFORMATION (MASTER PRO)";"1";"0";"1"
"614";"13533002";"MASTER PRO INTERVENTION DVPT SOCIAL";"MASTER PRO";"INTERVENTION ET DEVELOPPEMENT SOCIAL (MASTER PARIS 12)";"1";"0";"0"
"615";"13533007";"MASTER PRO ECONOMIE SOCIALE ET SOLIDAIRE";"MASTER PRO";"ECONOMIE SOCIALE ET SOLIDAIRE (MASTER)";"1";"0";"1"
"616";"13533102";"MASTER PRO INGENIERIE DE LA SANTE";"MASTER PRO";"INGENIERIE DE LA SANTE (MASTER AIX MARSEILLE)";"1";"0";"0"
"617";"13533103";"MASTER PRO INGENIERIE DE LA SANTE";"MASTER PRO";"INGENIERIE DE LA SANTE (MASTER MONTPELLIER)";"1";"0";"0"
"618";"13533116";"MASTER PRO BIOLOGIE SANTE";"MASTER PRO";"BIOLOGIE-SANTE (MASTER)";"1";"0";"1"
"619";"13533119";"MASTER PRO INGENIERIE DE LA SANTE";"MASTER PRO";"INGENIERIE DE LA SANTE (MASTER LYON 1)";"1";"0";"0"
"620";"13533121";"MASTER PRO SANTE";"MASTER PRO";"SANTE (MASTER)";"1";"0";"0"
"621";"13533122";"MASTER PRO SANTE";"MASTER PRO";"SANTE PUBLIQUE (MASTER BORDEAUX)";"1";"0";"0"
"622";"13533123";"MASTER PRO INGENIERIE DE LA SANTE";"MASTER PRO";"INGENIERIE DE LA SANTE (MASTER CLERMONT AUVERGNE)";"1";"0";"0"
"623";"13533125";"MASTER PRO INGENIERIE DE LA SANTE";"MASTER PRO";"INGENIERIE DE LA SANTE (MASTER)";"1";"0";"0"
"624";"13533126";"MASTER PRO CANCER";"MASTER PRO";"CANCER (MASTER)";"1";"0";"1"
"625";"13533127";"MASTER PRO SANTE";"MASTER PRO";"SANTE PUBLIQUE (MASTER)";"1";"0";"0"
"626";"13533205";"MASTER PRO ECONOMIE SOCIALE ET SOLIDAIRE";"MASTER PRO";"ECONOMIE SOCIALE ET SOLIDAIRE (MASTER EVRY)";"1";"0";"1"
"627";"13533206";"MASTER PRO INTERVENTION DVPT SOCIAL";"MASTER PRO";"INTERVENTION ET DEVELOPPEMENT SOCIAL (MASTER)";"1";"0";"0"
"628";"13533308";"MASTER PRO SCIENCES DE L'EDUCATION";"MASTER PRO";"SCIENCES DE L'EDUCATION (MASTER RENNES 2)";"1";"0";"0"
"629";"13533310";"MASTER PRO SCIENCES DE L'EDUCATION";"MASTER PRO";"SCIENCES DE L'EDUCATION (MASTER)";"1";"0";"0"
"630";"13533409";"MASTER PRO MANAGEMENT SECTORIE";"MASTER PRO";"MANAGEMENT SECTORIEL (MASTER DIJON)";"1";"0";"0"
"631";"13533413";"MASTER PRO TOURISME";"MASTER PRO";"TOURISME (MASTER LA ROCHELLE)";"1";"0";"1"
"632";"13533414";"MASTER PRO TOURISME";"MASTER PRO";"TOURISME (MASTER)";"1";"0";"1"
"633";"13533503";"MASTER PRO ENTRAINMT OPTIM PERFORMCE SPORTI";"MASTER PRO";"STAPS:ENTRAINEMENT ET OPTIMISATION DE LA PERFORMANCE SPORTIVE (MASTER)";"1";"0";"1"
"634";"13533504";"MASTER PRO STAPS:MANAGEMENT DU SPORT";"MASTER PRO";"STAPS:MANAGEMENT DU SPORT (MASTER LMARNE LA VALLEE)";"1";"0";"1"
"635";"13533506";"MASTER PRO STAPS ING ERGONOMIE ACTIV PHYSIQ";"MASTER PRO";"STAPS:INGENIERIE ET ERGONOMIE DE L'ACTIVITE PHYSIQUE (MASTER ORLEANS)";"1";"0";"1"
"636";"13533507";"MASTER PRO MANAGT INGENIERIE SPORT";"MASTER PRO";"STAPS:MANAGEMENT DU SPORT (MASTER BORDEAUX)";"1";"0";"1"
"637";"13533509";"MASTER PRO STAPS:ACTIVIT PHYSIQ ADAPTEE SANT";"MASTER PRO";"STAPS:ACTIVITE PHYSIQUE ADAPTEE ET SANTE (MASTER MONTPELLIER)";"1";"0";"1"
"638";"13533510";"MASTER PRO ACTIVITE PHYSIQUE ADAPTEE SANTE";"MASTER PRO";"STAPS:ACTIVITE PHYSIQUE ADAPTEE ET SANTE (COMUE PARIS SACLAY)";"1";"0";"1"
"639";"13533512";"MASTER PRO STAPS ING ERGONOMIE ACTIV PHYSIQ";"MASTER PRO";"STAPS:INGENIERIE ET ERGONOMIE DE L'ACTIVITE PHYSIQUE (MASTER CLERMONT AUVERGNE)";"1";"0";"1"
"640";"13533514";"MASTER PRO STAPS:ACTIVIT PHYSIQ ADAPTEE SANT";"MASTER PRO";"STAPS:ACTIVITE PHYSIQUE ADAPTEE ET SANTE (MASTER DIJON)";"1";"0";"1"
"641";"13533515";"MASTER PRO STAPS:MANAGEMENT DU SPORT";"MASTER PRO";"STAPS:MANAGEMENT DU SPORT (MASTER DIJON)";"1";"0";"1"
"642";"13533516";"MASTER PRO STAPS:MANAGEMENT DU SPORT";"MASTER PRO";"STAPS:MANAGEMENT DU SPORT (MASTER PARIS EST CRETEIL)";"1";"0";"1"
"643";"13533518";"MASTER PRO SC TECH ACTIVITES PHYSIQ SPORTIV";"MASTER PRO";"SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES-STAPS (MASTER RENNES 2)";"1";"0";"0"
"644";"13533519";"MASTER PRO STAPS:MANAGEMENT DU SPORT";"MASTER PRO";"STAPS:MANAGEMENT DU SPORT (MASTER ORLEANS)";"1";"0";"1"
"645";"13533520";"MASTER PRO SC TECH ACTIVITES PHYSIQ SPORTIV";"MASTER PRO";"SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES-STAPS (MASTER)";"1";"0";"0"
"646";"13533521";"MASTER PRO STAPS:MANAGEMENT DU SPORT";"MASTER PRO";"STAPS:MANAGEMENT DU SPORT (MASTER TOULOUSE 3)";"1";"0";"1"
"647";"13533522";"MASTER PRO STAPS:MANAGEMENT DU SPORT";"MASTER PRO";"STAPS:MANAGEMENT DU SPORT (MASTER)";"1";"0";"1"
"648";"13533523";"MASTER PRO STAPS:ACTIVIT PHYSIQ ADAPTEE SANT";"MASTER PRO";"STAPS:ACTIVITE PHYSIQUE ADAPTEE ET SANTE (MASTER°";"1";"0";"1"
"649";"13533524";"MASTER PRO DIRECTION PROJETS ETAB CULTURELS";"MASTER PRO";"DIRECTION DE PROJETS OU ETABLISSEMENTS CULTURELS (MASTER)";"1";"0";"1"
"650";"13533525";"MASTER PRO STAPS ING ERGONOMIE ACTIV PHYSIQ";"MASTER PRO";"STAPS:INGENIERIE ET ERGONOMIE DE L'ACTIVITE PHYSIQUE (MASTER)";"1";"0";"1"
"651";"13533999";"MASTER PRO SERVICES AUX PERSONNES";"MASTER PRO";"SERVICES AUX PERSONNES (MASTER PRO)";"1";"0";"1"
"652";"13534005";"MASTER PRO GEOGRAPHIE AMENAGT ENVIRONNEMENT";"MASTER PRO";"GEOGRAPHIE, AMENAGEMENT, ENVIRONNEMENT (MASTER CERGY)";"1";"0";"1"
"653";"13534006";"MASTER PRO GEOPOLITIQUE";"MASTER PRO";"GEOPOLITIQUE (MASTER)";"1";"0";"1"
"654";"13534008";"MASTER PRO ADMINISTRATION PUBLIQUE";"MASTER PRO";"ADMINISTRATION PUBLIQUE (MASTER MONTPELLIER)";"1";"0";"1"
"655";"13534009";"MASTER PRO ADMINISTRATION PUBLIQUE";"MASTER PRO";"ADMINISTRATION PUBLIQUE (MASTER LIMOGES )";"1";"0";"1"
"656";"13534010";"MASTER PRO RISQUES ET ENVIRONNEMENT";"MASTER PRO";"RISQUES ET ENVIRONNEMENT (MASTER TROYES)";"1";"0";"0"
"657";"13534012";"MASTER PRO ADMINISTRATION PUBLIQUE";"MASTER PRO";"ADMINISTRATION PUBLIQUE (MASTER)";"1";"0";"1"
"658";"13534013";"MASTER PRO POLITIQUES PUBLIQUES";"MASTER PRO";"POLITIQUES PUBLIQUES (MASTER)";"1";"0";"0"
"659";"13534105";"MASTER PRO URBANISME ET AMENAGEMENT";"MASTER PRO";"URBANISME ET AMENAGEMENT (MASTER MARNE LA VALLEE)";"1";"0";"1"
"660";"13534109";"MASTER PRO MANAGEMENT SECTORIEL";"MASTER PRO";"MANAGEMENT SECTORIEL (MASTER CORSE)";"1";"0";"0"
"661";"13534113";"MASTER PRO ECONOMIE APPLIQUEE";"MASTER PRO";"ECONOMIE APPLIQUEE (MASTER CORSE)";"1";"0";"1"
"662";"13534115";"MASTER PRO URBANISME ET AMENAGEMENT";"MASTER PRO";"URBANISME ET AMENAGEMENT (MASTER PARIS 12)";"1";"0";"1"
"663";"13534116";"MASTER PRO GESTION TERRITOIRES DVPT LOCAL";"MASTER PRO";"GESTION DES TERRITOIRES ET DEVELOPPEMENT LOCAL (MASTER LYON 3)";"1";"0";"0"
"664";"13534117";"MASTER PRO URBANISME ET AMENAGEMENT";"MASTER PRO";"URBANISME ET AMENAGEMENT (MASTER GRENOBLE ALPES)";"1";"0";"1"
"665";"13534118";"MASTER PRO URBANISME ET AMENAGEMENT";"MASTER PRO";"URBANISME ET AMENAGEMENT (MASTER BORDEAUX 3)";"1";"0";"1"
"666";"13534119";"MASTER PRO URBANISME ET AMENAGEMENT";"MASTER PRO";"URBANISME ET AMENAGEMENT (MASTER AIX MARSEILLE)";"1";"0";"1"
"667";"13534120";"MASTER PRO GEOGRAPHIE AMENAGEMENT ENVT DVPT";"MASTER PRO";"GEOGRAPHIE, AMENAGEMENT, ENVIRONNEMENT ET DEVELOPPEMENT (MASTER TOURS)";"1";"0";"1"
"668";"13534122";"MASTER PRO URBANISME ET AMENAGEMENT";"MASTER PRO";"URBANISME ET AMENAGEMENT (MASTER)";"1";"0";"1"
"669";"13534123";"MASTER PRO GESTION TERRITOIRES DVPT LOCAL";"MASTER PRO";"GESTION DES TERRITOIRES ET DEVELOPPEMENT LOCAL (MASTER)";"1";"0";"0"
"670";"13534205";"MASTER PRO MUSEOLOGIE EXPOGRAPHIE";"MASTER PRO";"MUSEOLOGIE, MUSEAO EXPOGRAPHIE (MASTER)";"1";"0";"0"
"671";"13534206";"MASTER PRO DIRECTION PROJETS ETAB CULTURELS";"MASTER PRO";"DIRECTION DE PROJETS OU ETABLISSEMENTS CULTURELS (MASTER DIJON)";"1";"0";"1"
"672";"13534207";"MASTER PRO PATRIMOINE ET MUSEES";"MASTER PRO";"PATRIMOINE ET MUSEES (MASTER)";"1";"0";"0"
"673";"13534309";"MASTER PRO GENIE INDUSTRIEL";"MASTER PRO";"GENIE INDUSTRIEL (MASTER PARIS 12)";"1";"0";"1"
"674";"13534317";"MASTER PRO SCIENCES TERRE PLANETES ENVIRONT";"MASTER PRO";"SCIENCES DE LA TERRE, DES PLANETES, ENVIRONNEMENT (MASTER CERGY)";"1";"0";"0"
"675";"13534327";"MASTER PRO SCIENCES DE L'ENVIRONNEMENT";"MASTER PRO";"SCIENCES POUR L'ENVIRONNEMENT (MASTER LA ROCHELLE)";"1";"0";"0"
"676";"13534328";"MASTER PRO RISQUES ET ENVIRONNEMENT";"MASTER PRO";"RISQUES ET ENVIRONNEMENT (MASTER LYON 1)";"1";"0";"0"
"677";"13534330";"MASTER PRO GESTION DE L'ENVIRONNEMENT";"MASTER PRO";"GESTION DE L'ENVIRONNEMENT (MASTER LORRAINE)";"1";"0";"1"
"678";"13534331";"MASTER PRO GESTION DE L'ENVIRONNEMENT";"MASTER PRO";"GESTION DE L'ENVIRONNEMENT (MASTER CORSE)";"1";"0";"1"
"679";"13534332";"MASTER PRO GESTION DE L'ENVIRONNEMENT";"MASTER PRO";"GESTION DE L'ENVIRONNEMENT (MASTER COMUE COTE D'AZUR)";"1";"0";"1"
"680";"13534333";"MASTER PRO RISQUES ET ENVIRONNEMENT";"MASTER PRO";"RISQUES ET ENVIRONNEMENT (MASTER MULHOUSE)";"1";"0";"0"
"681";"13534334";"MASTER PRO RISQUES ET ENVIRONNEMENT";"MASTER PRO";"RISQUES ET ENVIRONNEMENT (MASTER POITIERS)";"1";"0";"0"
"682";"13534335";"MASTER PRO RISQUES ET ENVIRONNEMENT";"MASTER PRO";"RISQUES ET ENVIRONNEMENT (MASTER)";"1";"0";"0"
"683";"13534336";"MASTER PRO GESTION DE L'ENVIRONNEMENT";"MASTER PRO";"GESTION DE L'ENVIRONNEMENT (MASTER)";"1";"0";"1"
"684";"13534402";"MASTER PRO INTELLIGENCE ECONOMIQUE";"MASTER PRO";"INTELLIGENCE ECONOMIQUE (MASTER)";"1";"0";"0"
"685";"13534999";"MASTER PRO SERVICES A LA COLLECTIVITE";"MASTER PRO";"SERVICES A LA COLLECTIVITE (MASTER PRO)";"1";"0";"1"
"686";"14022001";"DSAA DESIGN";"DSAA";"DESIGN (DSAA)";"1";"0";"1"
"687";"14620001";"DIP1-CNAM MANAGER DE LA CHAINE LOGISTIQUE";"DIP1-CNAM";"MANAGER DE LA CHAINE LOGISTIQUE (CNAM)";"1";"0";"0"
"688";"15512101";"DIP GM STRATEGIES TERR URBAINES SC PO";"DIP GM";"DIPLOME GRADE MASTER DE SCIENCES PO : STRATEGIES TERRITORIALES ET URBAINES";"1";"0";"1"
"689";"15512201";"DIP GM ECONOMIE INGENIERIE FINANCIERE";"DIP GM";"DIPLOME GRADE MASTER DE PARIS DAUPHINE : ECONOMIE INGENIERIE FINANCIERE";"1";"0";"1"
"690";"15512202";"DIP GM AFFAIRES INTERNATIONALES DEVPT";"DIP GM";"DIPLOME GRADE MASTER DE PARIS DAUPHINE : AFFAIRES INTERNATIONALES ET DEVELOPPEMENT";"1";"0";"1"
"691";"15512801";"DIP GM DROIT ECONOMIQUE SCIENCES PO";"DIP GM";"DIPLOME GRADE MASTER DE SCIENCES PO : DROIT ECONOMIQUE";"1";"0";"1"
"692";"15512802";"DIP GM DIPLOME DE L'INSTITUT D'ETUDES PO";"DIP GM";"DIPLOME DE L'INSTITUT D'ETUDES POLITIQUES DE LILLE";"1";"0";"1"
"693";"15512803";"DIP GM DIPLOME DE L'INSTITUT D'ETUDES PO";"DIP GM";"DIPLOME DE L'INSTITUT D'ETUDES POLITIQUES DE LYON";"1";"0";"1"
"694";"15531001";"DIP GM POLITIQUES PUBLIQUES SC PO";"DIP GM";"DIPLOME GRADE MASTER DE SCIENCES PO : POLITIQUES PUBLIQUES";"1";"0";"1"
"695";"15531002";"DIP GM AFFAIRES EUROPEENNES SC PO";"DIP GM";"DIPLOME GRADE MASTER DE SCIENCES PO : AFFAIRES EUROPPENNES";"1";"0";"1"
"696";"15531003";"DIP GM MANAGEMENT GENERAL DAUPHINE";"DIP GM";"DIPLOME GRADE MASTER DE PARIS DAUPHINE : MANAGEMENT GENERAL";"1";"0";"1"
"697";"15531005";"DIP GM MANAGEMENT INTERNATIONAL";"DIP GM";"DIPLOME GRADE MASTER DE PARIS DAUPHINE : MANAGEMENT INTERNATIONAL";"1";"0";"1"
"698";"15531006";"DIP GM MANAGEMENT STRATEGIQUE ET CONSEIL";"DIP GM";"DIPLOME GRADE MASTER DE PARIS DAUPHINE : MANAGEMENT STRATEGIQUE ET CONSEIL";"1";"0";"1"
"699";"15531007";"DIP GM MANAGT PROCESSUS PN BIENS SERVIC";"DIP GM";"DIPLOME GRADE MASTER DE PARIS DAUPHINE : MANAGEMENT DES PROCESSUS DE PRODUCTION DE BIENS ET SERVICES";"1";"0";"1"
"700";"15531201";"DIP GM MAST SC PO MARKETING ETUDES";"DIP GM";"DIPLOME GRADE MASTER DE SCIENCES PO : MARKETING ET ETUDES";"1";"0";"1"
"701";"15531203";"DIP GM MARKETING ET STRATEGIE";"DIP GM";"DIPLOME GRADE MASTER DE PARIS DAUPHINE : MARKETING ET STRATEGIE";"1";"0";"1"
"702";"15531301";"DIP GM FINANCE STRATEGIE SC PO";"DIP GM";"DIPLOME GRADE MASTER DE SCIENCES PO : FINANCE ET STRATEGIE";"1";"0";"1"
"703";"15531304";"DIP GM GESTION DE PATRIMOINE BQ PRIVEE";"DIP GM";"DIPLOME GRADE MASTER DE PARIS DAUPHINE : GESTION DE PATRIMOINE (BANQUE PRIVEE)";"1";"0";"1"
"704";"15531401";"DIP GM CONTROLE AUDIT REPORTING";"DIP GM";"DIPLOME GRADE MASTER DE PARIS DAUPHINE : CONTROLE, AUDIT, REPORTING";"1";"0";"1"
"705";"15531501";"DIP GM SCIENCES PO ORG MANAGT RH";"DIP GM";"DIPLOME GRADE MASTER DE SCIENCES PO : ORGANISATION ET MANAGEMENT DES RESSOURCES HUMAINES";"1";"0";"1"
"706";"15532001";"DIP GM COMMUNICATION SC PO";"DIP GM";"DIPLOME GRADE MASTER DE SCIENCES PO : COMMUNICATION";"1";"0";"1"
"707";"15532101";"DIP GM JOURNALISME SC PO";"DIP GM";"DIPLOME GRADE MASTER DE SCIENCES PO : JOURNALISME";"1";"0";"1"
"708";"16020001";"DIV-1 DIPLOME ECOLE DESIGN NANTES";"DIV-1";"DIPLOME DE DESIGN DE L'ECOLE DE DESIGN NANTES ATLANTIQUE";"1";"0";"1"
"709";"16021101";"DIV-1 DIPLOME NATIONAL OENOLOGIE";"DIV-1";"DIPLOME NATIONAL D'OENOLOGIE";"1";"0";"1"
"710";"16024001";"DIV-1 CREATEUR CONCEPTEUR DE MODE";"DIV-1";"DIPLOME DE CREATEUR-CONCEPTEUR DE MODE DE L'IFM";"1";"0";"1"
"711";"16024002";"DIV-1 MANAGER MODE DESIGN LUXE";"DIV-1";"DIPLOME DE MANAGER MODE ET LUXE DE L'INSTITUT FRANCAIS DE LA MODE";"1";"0";"1"
"712";"16031004";"DIV-1 DIPLOME TEMA DE NEOMA";"DIV-1";"DIPLOME TEMA DE NEOMA";"1";"0";"1"
"713";"16031205";"DIV-1 DIP ING AFFAIRES ESCT TOULON";"DIV-1";"DIPLOME D'INGENIEUR D'AFFAIRES DE L'ESCT DE TOULON";"1";"0";"1"
"714";"16031401";"DSCG COMPTABILITE ET GESTION";"DSCG";"COMPTABILITE ET GESTION (DIPLÔME SUPERIEUR DE) (DSCG)";"1";"0";"1"
"715";"16031402";"DEC DIPLOME EXPERTISE COMPTABLE";"DEC";"DIPLOME D'EXPERTISE COMPTABLE (DEC)";"1";"0";"1"
"716";"16032101";"DIV-1 JOURNALISTE CFJ";"DIV-1";"DIPLOME DE JOURNALISTE DU CENTRE DE FORMATION DES JOURNALISTES";"1";"0";"1"
"717";"16033101";"DIV-1 MASSEUR-KINESITHERAPEUTE";"DIV-1";"MASSEUR-KINESITHERAPEUTE (DIPLOME D'ETAT)";"1";"0";"0"
"718";"16033201";"DIV-1 DE INGENIERIE SOCIALE";"DIV-1";"DIPLOME D'ETAT D'INGENIERIE SOCIALE (DEIS)";"1";"0";"1"
"719";"16513601";"MASTER GR DIPLOME ISIT";"MASTER GR";"DIPLOME DE L'INSTITUT DE MANAGEMENT ET DE COMMUNICATION INTERCULTURELS DE PARIS (ISIT)";"1";"0";"1"
"720";"16521401";"MASTER GR PAYAGISTE DE";"MASTER GR";"DIPLOME D'ETAT DE PAYSAGISTE";"1";"0";"1"
"721";"16531001";"MASTER GR GRADE MASTER EC MANAG LYON";"MASTER GR";"DIPLOME VISE ET GRADE NIVEAU MASTER DE L'ECOLE DE MANAGEMENT DE LYON";"1";"0";"1"
"722";"16531003";"MASTER GR GRADE MASTER ESG PARIS";"MASTER GR";"DIPLOME DE PARIS SCHOOL OF BUSINESS";"1";"0";"1"
"723";"16531006";"MASTER GR GRADE MASTER ESCP EAP";"MASTER GR";"PROGRAMME GRANDE ECOLE DE L'ESCP EUROPE (MIM)";"1";"0";"0"
"724";"16531007";"MASTER GR GRADE MASTER IESEG LILLE";"MASTER GR";"DIPLOME DE L'INSTITUT D'ECONOMIE SCIENTIFIQUE ET DE GESTION DE LILLE";"1";"0";"1"
"725";"16531010";"MASTER GR DIPLOME D'ETUDES SUP DE GESTION";"MASTER GR";"DIPLOME D'ETUDES SUPERIEURES DE GESTION (TELECOM MANAGEMENT)";"1";"0";"1"
